Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
How will my employees be notified of being put on furlough?	They will receive an email from HR to their MSU Net ID email address. Their supervisor and/or a central unit HR administrator will be copied in order to facilitate communication between your unit and the employee. If requested, a unit HR administrator may also be copied. In addition, the union will be copied on the email as well. We recognize that the COVID-19 situation makes in-person conversations difficult, but we do recommend a unit HR administrator or supervisor follow up with the employee via phone or email to discuss the furlough with the employee. The email sent to the employee will also provide contact information for a team at MSU HR that can assist employees in understanding the terms of their furlough.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2505
Will my employee’s accesses to email, EBS and campus buildings be turned off during furlough?	Employee e-mail addresses will remain active but you should not use email to assign or allow the employee to do work while on furlough. During furlough email should only be used to provide information relevant to the employee’s furlough. [EBS employee selfservice](https://hr.msu.edu/ebshelp/using-the-ebs-portal/who-gets-what/ess.html) access will remain active to allow the employee to complete functions like updating their address and personal information and participating in open enrollment. Any work related EBS access or building accesses will remain in place unless the unit takes steps to revoke or turn that access off.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2506
Who are the best contacts to work with in MSU HR regarding furloughs?	General questions about the agreement can be emailed to the Support Staff Hiring/Layoff Team at [AVPHR.TMAmail@campusad.msu.edu](mailto:AVPHR.TMAmail@campusad.msu.edu) . Staff in the Solutions Center best able to answer unit questions about furlough processes include Kristie Sova, Peggy Gallandt, Queen McMiller, Samantha Lake and Alice Smith. General questions staff may have about furloughs are best directed to the Solutions Center at 517-353-4434 or [SolutionsCenter@hr.msu.edu](mailto:SolutionsCenter@hr.msu.edu) .	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2507
What benefits will be continued during the furlough?	Health, dental and basic life insurance will be continued for the length of the furlough. Any premiums that are were deducted prior to the furlough will need to be paid and an invoice will be sent. You can view a more detailed breakdown on benefits on the [employee resource webpage](https://hr.msu.edu/layoff-resources/furlough.html) .	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2508
Will units need to submit the salary reduction for anyone who is eligible for the pay reduction?	No, units will not need to submit salary reductions for individuals eligible for the temporary pay reduction. The pay reduction will be processed centrally.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2509
What is required for offers that are extended after July 1, 2020?	Offer letter templates have been revised for Executive Management, Tenure System, Academic Specialist-Continuing System, and Non-UNTF Fixed Term positions. The offer letter templates can be found on the [here](https://hr.msu.edu/ua/hiring/faculty-academic-staff/) . Additionally, for [non-union](https://hr.msu.edu/ua/forms/documents/attachment-non-union-fixed-term-appointments.docx) fixed term appointments and [hybrid](https://hr.msu.edu/ua/forms/documents/attachment-non-union-fixed-term-appointments.docx) fixed term appointments, an addendum to the fixed-term memo is required.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2510
Is the temporary salary reduction based on the actual salary or the overall full-time equivalent salary?	When determining the reduction percentage on the graduated scale, the actual salary should be used to determine the reduction percentage.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2511
Will the reduction apply to a faculty or academic staff member who drops below 90% FTE after September 1, 2020 implementation?	No, if an individual is no longer in the eligibility criteria for the temporary reduction, they will not incur any further salary reductions effective the date of change.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2512
Will the reduction apply to a faculty or academic staff member whose FTE percentage increases to 90% or greater after the September 1, 2020 implementation?	Yes, if an individual becomes subject to the temporary pay reduction after September 1, 2020, they will incur the salary reduction effective the date of change for as long as it applies.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2513
How do I calculate the temporary pay reduction for a new faculty or academic staff member? What steps should I follow?	Reduction calculators have been developed to assist units in determining the temporary reduction. [View those calculators here.](https://hr.msu.edu/ua/news-feeds/fas-reductions.html) If you have additional questions or need further assistance, please contact MSU HR.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2514
Will a faculty or academic staff member be excluded from the reduction if after the reduction is applied their salary falls below the minimum salary guidelines for tenure system faculty and non-union fixed term faculty and academic staff?	Faculty and academic staff salaries that are at the salary minimum of their rank will be subject to the reduction. However, if as a result of the reduction the faculty or academic staff member’s salary is below $50,000.00 the reduction will cap is $50,000.00.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2515
